"","","date","region","HFR"
"239",239,"2020-11-09","england",0.233935018050542
"240",240,"2020-11-10","england",0.237198795180723
"241",241,"2020-11-11","england",0.260229132569558
"242",242,"2020-11-12","england",0.239147592738753
"243",243,"2020-11-13","england",0.262005054759899
"244",244,"2020-11-14","england",0.262510254306809
"245",245,"2020-11-15","england",0.256514657980456
"246",246,"2020-11-16","england",0.246246246246246
"247",247,"2020-11-17","england",0.258783204798629
"248",248,"2020-11-18","england",0.226829268292683
"249",249,"2020-11-19","england",0.259062776304156
"250",250,"2020-11-20","england",0.270916334661355
"251",251,"2020-11-21","england",0.252173913043478
"252",252,"2020-11-22","england",0.281783681214421
"253",253,"2020-11-23","england",0.245080500894454
"254",254,"2020-11-24","england",0.264705882352941
"255",255,"2020-11-25","england",0.255111976630964
"256",256,"2020-11-26","england",0.281645569620253
"257",257,"2020-11-27","england",0.273907910271547
"258",258,"2020-11-28","england",0.272215973003375
"259",259,"2020-11-29","england",0.2806484295846
"260",260,"2020-11-30","england",0.260952380952381
"261",261,"2020-12-01","england",0.266
"262",262,"2020-12-02","england",0.230691056910569
"263",263,"2020-12-03","england",0.276406712734452
"264",264,"2020-12-04","england",0.248958333333333
"265",265,"2020-12-05","england",0.263414634146341
"266",266,"2020-12-06","england",0.285464098073555
"267",267,"2020-12-07","england",0.248034934497817
"268",268,"2020-12-08","england",0.257705479452055
"269",269,"2020-12-09","england",0.278702892199825
"270",270,"2020-12-10","england",0.255961844197138
"271",271,"2020-12-11","england",0.271290605794557
"272",272,"2020-12-12","england",0.27526395173454
"273",273,"2020-12-13","england",0.290964777947933
"274",274,"2020-12-14","england",0.2618254497002
"275",275,"2020-12-15","england",0.276218611521418
"276",276,"2020-12-16","england",0.283572359843546
"277",277,"2020-12-17","england",0.291727140783745
"278",278,"2020-12-18","england",0.252145214521452
"279",279,"2020-12-19","england",0.286211699164345
"280",280,"2020-12-20","england",0.274969173859433
"281",281,"2020-12-21","england",0.267664670658683
"282",282,"2020-12-22","england",0.270967741935484
"283",283,"2020-12-23","england",0.265691651432054
"284",284,"2020-12-24","england",0.278992710404241
"285",285,"2020-12-25","england",0.282527881040892
"286",286,"2020-12-26","england",0.286979166666667
"287",287,"2020-12-27","england",0.267645665561345
"288",288,"2020-12-28","england",0.25091649694501
"289",289,"2020-12-29","england",0.247405562474056
"290",290,"2020-12-30","england",0.252613969050606
"291",291,"2020-12-31","england",0.271473075211393
"292",292,"2021-01-01","england",0.271072417886822
"293",293,"2021-01-02","england",0.282685512367491
"294",294,"2021-01-03","england",0.295382446246035
"295",295,"2021-01-04","england",0.277989601386482
"296",296,"2021-01-05","england",0.278943805010156
"297",297,"2021-01-06","england",0.280848329048843
"298",298,"2021-01-07","england",0.255706252067483
"299",299,"2021-01-08","england",0.28551912568306
"300",300,"2021-01-09","england",0.274729115693813
"301",301,"2021-01-10","england",0.280495759947815
"302",302,"2021-01-11","england",0.270518713066316
"303",303,"2021-01-12","england",0.277723892660847
"304",304,"2021-01-13","england",0.259097035040431
"305",305,"2021-01-14","england",0.275399129172714
"306",306,"2021-01-15","england",0.291451292246521
"307",307,"2021-01-16","england",0.286299329858526
"308",308,"2021-01-17","england",0.293141592920354
"309",309,"2021-01-18","england",0.299698795180723
"310",310,"2021-01-19","england",0.260588657573582
"311",311,"2021-01-20","england",0.261310452418097
"312",312,"2021-01-21","england",0.254449838187702
"313",313,"2021-01-22","england",0.248898678414097
"314",314,"2021-01-23","england",0.251710654936461
"315",315,"2021-01-24","england",0.259820160908661
"316",316,"2021-01-25","england",0.245941957697983
"317",317,"2021-01-26","england",0.262720664589823
"318",318,"2021-01-27","england",0.262584327970939
"319",319,"2021-01-28","england",0.257737459978655
"320",320,"2021-01-29","england",0.259801053247513
"321",321,"2021-01-30","england",0.238466536712151
"322",322,"2021-01-31","england",0.237390719569603
"323",323,"2021-02-01","england",0.250158328055731
"324",324,"2021-02-02","england",0.237017310252996
"325",325,"2021-02-03","england",0.228045325779037
"326",326,"2021-02-04","england",0.253408179631115
"327",327,"2021-02-05","england",0.252100840336134
"328",328,"2021-02-06","england",0.253275109170306
"329",329,"2021-02-07","england",0.254295532646048
"330",330,"2021-02-08","england",0.229094076655052
"331",331,"2021-02-09","england",0.220703125
"332",332,"2021-02-10","england",0.213725490196078
"333",333,"2021-02-11","england",0.244962884411453
"334",334,"2021-02-12","england",0.220667384284177
"335",335,"2021-02-13","england",0.263221153846154
"336",336,"2021-02-14","england",0.233142857142857
"337",337,"2021-02-15","england",0.214702450408401
"338",338,"2021-02-16","england",0.192757009345794
"339",339,"2021-02-17","england",0.204460966542751
"340",340,"2021-02-18","england",0.182203389830508
"341",341,"2021-02-19","england",0.19311377245509
"342",342,"2021-02-20","england",0.154654654654655
"343",343,"2021-02-21","england",0.201724137931034
"344",344,"2021-02-22","england",0.165573770491803
"345",345,"2021-02-23","england",0.169407894736842
"346",346,"2021-02-24","england",0.203266787658802
"347",347,"2021-02-25","england",0.183098591549296
"348",348,"2021-02-26","england",0.150442477876106
"349",349,"2021-02-27","england",0.19949494949495
"350",350,"2021-02-28","england",0.167064439140811
"351",351,"2021-03-01","england",0.158940397350993
"352",352,"2021-03-02","england",0.172413793103448
"353",353,"2021-03-03","england",0.129380053908356
"354",354,"2021-03-04","england",0.223880597014925
"355",355,"2021-03-05","england",0.155172413793103
"356",356,"2021-03-06","england",0.141935483870968
"357",357,"2021-03-07","england",0.172077922077922
"358",358,"2021-03-08","england",0.152173913043478
"359",359,"2021-03-09","england",0.139072847682119
"360",360,"2021-03-10","england",0.146616541353383
"361",361,"2021-03-11","england",0.181184668989547
"362",362,"2021-03-12","england",0.151639344262295
"363",363,"2021-03-13","england",0.102564102564103
"364",364,"2021-03-14","england",0.153508771929825
"365",365,"2021-03-15","england",0.116935483870968
"366",366,"2021-03-16","england",0.108225108225108
"367",367,"2021-03-17","england",0.126696832579186
"368",368,"2021-03-18","england",0.127450980392157
"369",369,"2021-03-19","england",0.141304347826087
"370",370,"2021-03-20","england",0.118343195266272
"371",371,"2021-03-21","england",0.125827814569536
"372",372,"2021-03-22","england",0.0842696629213483
"373",373,"2021-03-23","england",0.13953488372093
"374",374,"2021-03-24","england",0.100961538461538
"375",375,"2021-03-25","england",0.0857142857142857
"376",376,"2021-03-26","england",0.0632911392405063
"377",377,"2021-03-27","england",0.0764331210191083
"378",378,"2021-03-28","england",0.143939393939394
"379",379,"2021-03-29","england",0.0491803278688525
"380",380,"2021-03-30","england",0.111940298507463
"381",381,"2021-03-31","england",0.0958904109589041
"382",382,"2021-04-01","england",0.0616438356164384
"383",383,"2021-04-02","england",0.119047619047619
"384",384,"2021-04-03","england",0.102564102564103
"385",385,"2021-04-04","england",0.130841121495327
"386",386,"2021-04-05","england",0.0583333333333333
"387",387,"2021-04-06","england",0.100917431192661
"388",388,"2021-04-07","england",0.0697674418604651
"389",389,"2021-04-08","england",0.12396694214876
"390",390,"2021-04-09","england",0.123076923076923
"391",391,"2021-04-10","england",0.145833333333333
"392",392,"2021-04-11","england",0.146788990825688
"393",393,"2021-04-12","england",0.0989010989010989
"394",394,"2021-04-13","england",0.153061224489796
"395",395,"2021-04-14","england",0.157894736842105
"396",396,"2021-04-15","england",0.037037037037037
"397",397,"2021-04-16","england",0.102272727272727
"398",398,"2021-04-17","england",0.118421052631579
"399",399,"2021-04-18","england",0.0853658536585366
"400",400,"2021-04-19","england",0.16304347826087
"401",401,"2021-04-20","england",0.0588235294117647
"402",402,"2021-04-21","england",0.134146341463415
"403",403,"2021-04-22","england",0.114285714285714
"404",404,"2021-04-23","england",0.0674157303370786
"405",405,"2021-04-24","england",0.087719298245614
"406",406,"2021-04-25","england",0.0298507462686567
"407",407,"2021-04-26","england",0.119402985074627
"408",408,"2021-04-27","england",0.0597014925373134
"409",409,"2021-04-28","england",0.0952380952380952
"410",410,"2021-04-29","england",0.0517241379310345
"411",411,"2021-04-30","england",0.102941176470588
"412",412,"2021-05-01","england",0.0869565217391304
"413",413,"2021-05-02","england",0.0847457627118644
"414",414,"2021-05-03","england",0.0149253731343284
"415",415,"2021-05-04","england",0.0833333333333333
"416",416,"2021-05-05","england",0.0769230769230769
"417",417,"2021-05-06","england",0.0476190476190476
"418",418,"2021-05-07","england",0.0816326530612245
"419",419,"2021-05-08","england",0.102040816326531
"420",420,"2021-05-09","england",0.0909090909090909
"421",421,"2021-05-10","england",0.1
"422",422,"2021-05-11","england",0.101694915254237
"423",423,"2021-05-12","england",0.0307692307692308
"424",424,"2021-05-13","england",0.0555555555555556
"425",425,"2021-05-14","england",0.0625
"426",426,"2021-05-15","england",0.0444444444444444
"427",427,"2021-05-16","england",0.0666666666666667
"428",428,"2021-05-17","england",0.106060606060606
"429",429,"2021-05-18","england",0.0909090909090909
"430",430,"2021-05-19","england",0.0701754385964912
"431",431,"2021-05-20","england",0.109375
"432",432,"2021-05-21","england",0.0588235294117647
"433",433,"2021-05-22","england",0.0704225352112676
"434",434,"2021-05-23","england",0.0645161290322581
"435",435,"2021-05-24","england",0.106060606060606
"436",436,"2021-05-25","england",0.0285714285714286
"437",437,"2021-05-26","england",0.0659340659340659
"438",438,"2021-05-27","england",0.101449275362319
"439",439,"2021-05-28","england",0.0434782608695652
"440",440,"2021-05-29","england",0.0508474576271186
"441",441,"2021-05-30","england",0.0481927710843374
"442",442,"2021-05-31","england",0.0972222222222222
"443",443,"2021-06-01","england",0.0736842105263158
"444",444,"2021-06-02","england",0.0729166666666667
"445",445,"2021-06-03","england",0.06
"446",446,"2021-06-04","england",0.0740740740740741
"447",447,"2021-06-05","england",0.0549450549450549
"448",448,"2021-06-06","england",0.0857142857142857
"449",449,"2021-06-07","england",0.0583333333333333
"450",450,"2021-06-08","england",0.048
"451",451,"2021-06-09","england",0.0930232558139535
"452",452,"2021-06-10","england",0.0697674418604651
"453",453,"2021-06-11","england",0.0985915492957746
"454",454,"2021-06-12","england",0.0814814814814815
"455",455,"2021-06-13","england",0.0616438356164384
"456",456,"2021-06-14","england",0.0719424460431655
"457",457,"2021-06-15","england",0.0943396226415094
"458",458,"2021-06-16","england",0.046875
"459",459,"2021-06-17","england",0.0855614973262032
"460",460,"2021-06-18","england",0.0662650602409639
"461",461,"2021-06-19","england",0.106666666666667
"462",462,"2021-06-20","england",0.0934065934065934
"463",463,"2021-06-21","england",0.102564102564103
"464",464,"2021-06-22","england",0.0342857142857143
"465",465,"2021-06-23","england",0.0555555555555556
"466",466,"2021-06-24","england",0.0760869565217391
"467",467,"2021-06-25","england",0.0879120879120879
"468",468,"2021-06-26","england",0.0919540229885057
"469",469,"2021-06-27","england",0.0957446808510638
"470",470,"2021-06-28","england",0.085427135678392
"471",471,"2021-06-29","england",0.107806691449814
"472",472,"2021-06-30","england",0.101123595505618
"473",473,"2021-07-01","england",0.0745762711864407
"474",474,"2021-07-02","england",0.0734265734265734
"475",475,"2021-07-03","england",0.0576271186440678
"476",476,"2021-07-04","england",0.0690690690690691
"477",477,"2021-07-05","england",0.0792838874680307
"478",478,"2021-07-06","england",0.0794392523364486
"479",479,"2021-07-07","england",0.0818858560794045
"480",480,"2021-07-08","england",0.0763888888888889
"481",481,"2021-07-09","england",0.115217391304348
"482",482,"2021-07-10","england",0.081447963800905
"483",483,"2021-07-11","england",0.0973871733966746
"484",484,"2021-07-12","england",0.0894941634241245
"485",485,"2021-07-13","england",0.0711920529801325
"486",486,"2021-07-14","england",0.0974789915966387
"487",487,"2021-07-15","england",0.0791738382099828
"488",488,"2021-07-16","england",0.072310405643739
"489",489,"2021-07-17","england",0.104504504504505
"490",490,"2021-07-18","england",0.0957792207792208
"491",491,"2021-07-19","england",0.096728307254623
"492",492,"2021-07-20","england",0.0876712328767123
"493",493,"2021-07-21","england",0.0751677852348993
"494",494,"2021-07-22","england",0.112044817927171
"495",495,"2021-07-23","england",0.0915915915915916
"496",496,"2021-07-24","england",0.102201257861635
"497",497,"2021-07-25","england",0.12
"498",498,"2021-07-26","england",0.0792602377807133
"499",499,"2021-07-27","england",0.112565445026178
"500",500,"2021-07-28","england",0.0778097982708934
"501",501,"2021-07-29","england",0.082670906200318
"502",502,"2021-07-30","england",0.114617940199336
"503",503,"2021-07-31","england",0.124271844660194
"504",504,"2021-08-01","england",0.106995884773663
"505",505,"2021-08-02","england",0.0836065573770492
"506",506,"2021-08-03","england",0.0951585976627713
"507",507,"2021-08-04","england",0.113597246127367
"508",508,"2021-08-05","england",0.090625
"509",509,"2021-08-06","england",0.0880281690140845
"510",510,"2021-08-07","england",0.101145038167939
"511",511,"2021-08-08","england",0.0846153846153846
"512",512,"2021-08-09","england",0.092948717948718
"513",513,"2021-08-10","england",0.117199391171994
"514",514,"2021-08-11","england",0.115030674846626
"515",515,"2021-08-12","england",0.10932944606414
"516",516,"2021-08-13","england",0.138263665594855
"517",517,"2021-08-14","england",0.140600315955766
"518",518,"2021-08-15","england",0.126022913256956
"519",519,"2021-08-16","england",0.135725429017161
"520",520,"2021-08-17","england",0.133608815426997
"521",521,"2021-08-18","england",0.117985611510791
"522",522,"2021-08-19","england",0.118195956454121
"523",523,"2021-08-20","england",0.1513353115727
"524",524,"2021-08-21","england",0.126418152350081
"525",525,"2021-08-22","england",0.12199036918138
"526",526,"2021-08-23","england",0.120910384068279
"527",527,"2021-08-24","england",0.125894134477825
"528",528,"2021-08-25","england",0.104046242774566
"529",529,"2021-08-26","england",0.117384843982169
"530",530,"2021-08-27","england",0.121306376360809
"531",531,"2021-08-28","england",0.153297682709447
"532",532,"2021-08-29","england",0.145797598627787
"533",533,"2021-08-30","england",0.131537242472266
"534",534,"2021-08-31","england",0.113737075332349
"535",535,"2021-09-01","england",0.129781420765027
"536",536,"2021-09-02","england",0.127808988764045
"537",537,"2021-09-03","england",0.132637853949329
"538",538,"2021-09-04","england",0.12824427480916
"539",539,"2021-09-05","england",0.143835616438356
"540",540,"2021-09-06","england",0.119487908961593
"541",541,"2021-09-07","england",0.125560538116592
"542",542,"2021-09-08","england",0.140173410404624
"543",543,"2021-09-09","england",0.120815138282387
"544",544,"2021-09-10","england",0.106349206349206
"545",545,"2021-09-11","england",0.138297872340426
"546",546,"2021-09-12","england",0.136538461538462
"547",547,"2021-09-13","england",0.112956810631229
"548",548,"2021-09-14","england",0.1
"549",549,"2021-09-15","england",0.157980456026059
"550",550,"2021-09-16","england",0.130268199233716
"551",551,"2021-09-17","england",0.110714285714286
"552",552,"2021-09-18","england",0.131639722863741
"553",553,"2021-09-19","england",0.164414414414414
"554",554,"2021-09-20","england",0.115853658536585
"555",555,"2021-09-21","england",0.118181818181818
"556",556,"2021-09-22","england",0.112334801762115
"557",557,"2021-09-23","england",0.141078838174274
"558",558,"2021-09-24","england",0.101293103448276
"559",559,"2021-09-25","england",0.144086021505376
"560",560,"2021-09-26","england",0.139479905437352
"561",561,"2021-09-27","england",0.109756097560976
"562",562,"2021-09-28","england",0.103646833013436
"563",563,"2021-09-29","england",0.115913555992141
"564",564,"2021-09-30","england",0.123791102514507
"565",565,"2021-10-01","england",0.123616236162362
"566",566,"2021-10-02","england",0.116129032258065
"567",567,"2021-10-03","england",0.158986175115207
"568",568,"2021-10-04","england",0.128342245989305
"569",569,"2021-10-05","england",0.132758620689655
"570",570,"2021-10-06","england",0.128731343283582
"571",571,"2021-10-07","england",0.147686832740214
"572",572,"2021-10-08","england",0.148514851485149
"573",573,"2021-10-09","england",0.155769230769231
"574",574,"2021-10-10","england",0.155893536121673
"575",575,"2021-10-11","england",0.125619834710744
"576",576,"2021-10-12","england",0.142428785607196
"577",577,"2021-10-13","england",0.134529147982063
"578",578,"2021-10-14","england",0.140532544378698
"579",579,"2021-10-15","england",0.139737991266376
"580",580,"2021-10-16","england",0.1484375
"581",581,"2021-10-17","england",0.182748538011696
"582",582,"2021-10-18","england",0.142857142857143
"583",583,"2021-10-19","england",0.153846153846154
"584",584,"2021-10-20","england",0.154160982264666
"585",585,"2021-10-21","england",0.123404255319149
"586",586,"2021-10-22","england",0.144055944055944
"587",587,"2021-10-23","england",0.177611940298507
"588",588,"2021-10-24","england",0.136085626911315
"589",589,"2021-10-25","england",0.14640522875817
"590",590,"2021-10-26","england",0.162935323383085
"591",591,"2021-10-27","england",0.137603795966785
"592",592,"2021-10-28","england",0.12987012987013
"593",593,"2021-10-29","england",0.108036890645586
"594",594,"2021-10-30","england",0.143270622286541
"595",595,"2021-10-31","england",0.138847858197932
"596",596,"2021-11-01","england",0.102372034956305
"597",597,"2021-11-02","england",0.124191461836999
"598",598,"2021-11-03","england",0.124826629680999
"599",599,"2021-11-04","england",0.120111731843575
"600",600,"2021-11-05","england",0.126959247648903
"601",601,"2021-11-06","england",0.141479099678457
"602",602,"2021-11-07","england",0.143548387096774
"603",603,"2021-11-08","england",0.136490250696379
"604",604,"2021-11-09","england",0.124645892351275
"605",605,"2021-11-10","england",0.134218289085546
"606",606,"2021-11-11","england",0.132743362831858
"607",607,"2021-11-12","england",0.14968152866242
